# File Format is TSV(Tab Separated Value)			
# If you want to add more languages, add elements separated by tabs.			
# ID Type
# Accessories => 3
# Weapons & Shields => 5
282	5
283	5
284	5
286	5
287	5
288	5
289	5
290	5
291	5
292	5
296	5
297	5
298	5
299	5
301	5
302	5
303	5
304	5
305	5
307	5
308	5
309	5
310	5
311	5
312	5
313	5
315	5
316	5
317	5
318	5
319	5
320	5
321	5
322	5
323	5
324	5
325	5
326	5
327	5
328	5
329	5
330	5
332	5
333	5
334	5
335	5
336	5
337	5
338	5
339	5
340	5
341	5
342	5
344	5
345	5
346	5
347	5
348	5
349	5
350	5
351	5
353	5
354	5
355	5
356	5
357	5
358	5
359	5
363	5
364	5
365	5
366	5
367	5
368	5
370	5
371	5
372	5
373	5
374	5
375	5
377	5
378	5
379	5
380	5
381	5
382	5
383	5
384	5
386	5
387	5
388	5
389	5
390	5
391	5
392	5
393	5
394	5
395	5
396	5
397	5
398	5
400	5
401	5
402	5
403	5
404	5
405	5
406	5
407	5
408	5
410	5
411	5
412	5
413	5
414	5
415	5
416	5
417	5
419	5
420	5
421	5
422	5
423	5
424	5
425	5
429	5
430	5
431	5
432	5
434	5
435	5
436	5
437	5
438	5
439	5
441	5
442	5
443	5
444	5
445	5
446	5
447	5
449	5
450	5
451	5
452	5
453	5
454	5
455	5
456	5
457	5
458	5
459	5
460	5
461	5
462	5
463	5
464	5
466	5
467	5
468	5
469	5
470	5
471	5
472	5
473	5
474	5
476	5
477	5
478	5
479	5
481	5
482	5
483	5
485	5
486	5
487	5
488	5
489	5
490	5
491	5
495	5
496	5
497	5
498	5
499	5
500	5
502	5
503	5
504	5
505	5
506	5
508	5
509	5
510	5
511	5
512	5
513	5
515	5
516	5
517	5
518	5
519	5
520	5
521	5
522	5
523	5
524	5
525	5
526	5
527	5
528	5
529	5
530	5
531	5
532	5
533	5
534	5
536	5
537	5
538	5
539	5
540	5
542	5
543	5
544	5
545	5
546	5
547	5
548	5
549	5
551	5
552	5
553	5
554	5
555	5
556	5
557	5
561	5
562	5
563	5
564	5
566	5
567	5
568	5
569	5
570	5
571	5
573	5
574	5
575	5
576	5
577	5
578	5
582	5
583	5
584	5
585	5
586	5
587	5
588	5
589	5
591	5
592	5
593	5
594	5
595	5
596	5
597	5
598	5
599	5
600	5
602	5
603	5
604	5
605	5
606	5
607	5
608	5
610	5
611	5
612	5
613	5
614	5
615	5
616	5
617	5
618	5
619	5
620	5
621	5
622	5
624	5
625	5
626	5
627	5
628	5
642	5
643	5
644	5
645	5
646	5
647	5
648	5
649	5
650	5
651	5
652	5
656	5
657	5
658	5
659	5
660	5
661	5
663	5
664	5
665	5
666	5
667	5
668	5
670	5
671	5
672	5
673	5
674	5
676	5
677	5
678	5
679	5
680	5
681	5
682	5
684	5
685	5
686	5
687	5
688	5
689	5
690	5
691	5
692	5
693	5
694	5
695	5
696	5
697	5
699	5
700	5
705	5
706	5
710	5
711	5
712	5
713	5
714	5
715	5
716	5
717	5
718	5
719	5
720	5
724	5
725	5
726	5
727	5
729	5
730	5
731	5
732	5
733	5
734	5
736	5
737	5
739	5
742	5
743	5
744	5
745	5
747	5
748	5
749	5
750	5
751	5
752	5
753	5
754	5
755	5
756	5
757	5
758	5
761	5
762	5
763	5
764	5
766	5
767	5
768	5
769	5
784	3
785	3
786	3
787	3
788	3
789	3
790	3
791	3
792	3
793	3
794	3
795	3
796	3
797	3
798	3
799	3
800	3
801	3
802	3
803	3
804	3
805	3
806	3
807	3
808	3
809	3
810	3
811	3
812	3
813	3
814	3
815	3
816	3
817	3
818	3
819	3
820	3
821	3
822	3
823	3
824	3
825	3
826	3
827	3
828	3
829	3
830	3
831	3
832	3
833	3
834	3
835	3
836	3
837	3
838	3
839	3
840	3
841	3
842	3
843	3
844	3
845	3
846	3
848	3
849	3
850	3
851	3
852	3
853	3
854	3
855	3
856	3
857	3
858	3
859	3
861	3
862	3
863	3
864	3
866	3
867	3
868	3
869	3
870	3
871	3
872	3
873	3
874	3
875	3
876	3
877	3
878	3
879	3
880	3
881	3
883	3
884	3
885	3
886	3
887	3
889	3
890	3
891	3
892	3
893	3
894	3
895	3
896	3
897	3
898	3
899	3
900	3
901	3
902	3
903	3
904	3
905	3
906	3
908	3
909	3
910	3
911	3
912	3
913	3
914	3
915	3
917	3
918	3
919	3
920	3
921	3
922	3
923	3
924	3
926	3
927	3
928	3
929	3
930	3
931	3
932	3
933	3
934	3
935	3
936	3
937	3
938	3
939	3
940	3
942	3
943	3
944	3
945	3
946	3
947	3
948	3
949	3
950	3
951	3
952	3
953	3
954	3
955	3
956	3
957	3
959	3
960	3
961	3
962	3
963	3
964	3
965	3
966	3
967	3
968	3
969	3
970	3
